restaurant_id,title,sub_title,description,price_range,category_name,address,neighborhood,street,city,postal_code,state,country_code,website,phone,phone_unformatted,latitude,longitude,plus_code,place_id,fid,cid,total_score,permanently_closed,temporarily_closed,claim_this_business,reviews_count,reviews_one_star,reviews_two_star,reviews_three_star,reviews_four_star,reviews_five_star,images_count,categories,image_categories,popular_times_live_text,popular_times_live_percent,scraped_at,reserve_table_url,google_food_url,menu,located_in,image_url,search_string,language,is_advertisement,opening_hours,top_review_tags
120,Willoughby Restaurant Waterfront,,,,Western restaurant,"V&A Waterfront, Victoria & Alfred Waterfront, Cape Town, 8001, South Africa",Victoria & Alfred Waterfront,V&A Waterfront,Cape Town,8001,,ZA,,,,-33.9070041,18.4225974,"3CVF+52 De Waterkant, Cape Town, South Africa",ChIJkRxluiVnzB0RZm8tTM9m6tk,0x1dcc6725ba651c91:0xd9ea66cf4c2d6f66,15702476091302965094,4.6,False,False,True,40,2,0,0,9,29,76,Western restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Willoughby & Co., Sushi, Street View & 360°",,,2025-06-27T19:36:29.892Z,,,,"Waterfront, Cape Town",https://lh3.googleusercontent.com/gps-cs-s/AC9h4npR63b0cvCYWcJbIDP4IcmYM4AFUoQ9ZkaaW__LOybVudYkDE8iBkIxTR9mjpNeM4XzmvarMKDdLxnJIKmJPfro5s30JbDRMll_gaJQAxrzjZ1jk4L_xAUFa35qcMy8_dIXecdBbh97pc2j=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Willoughby%20Restaurant%20Waterfront&query_place_id=ChIJkRxluiVnzB0RZm8tTM9m6tk,en,False,,"sushi(11), mall(6), wine(3), employee(2), salmon(2)"
121,COOKED The Watershed - currently under renovation,,,,Restaurant,"A7-8, V&A Waterfront, Watershed, 17 Dock Rd, Victoria & Alfred Waterfront, Cape Town, 8001, South Africa",Victoria & Alfred Waterfront,"A7-8, V&A Waterfront, Watershed, 17 Dock Rd",Cape Town,8001,,ZA,http://www.thecookedcook.co.za/,+27 60 755 9569,+27607559569,-33.9071877,18.4181287,"3CV9+47 De Waterkant, Cape Town, South Africa",ChIJF6qx9VpnzB0RY_7X9mOfmlQ,0x1dcc675af5b1aa17:0x549a9f63f6d7fe63,6096360297291316835,4.6,False,False,False,599,11,9,16,111,452,402,"Restaurant, Cafe, Coffee shop, Health food restaurant, Mediterranean restaurant, Middle Eastern restaurant","All, Menu, Videos, Food & drink, Vibe, Cappuccino, Souvlaki, Bagel, By owner, Street View & 360°",,,2025-06-27T19:36:27.704Z,,,https://thecookedcook.co.za/the-watershed-menu/,V&A Waterfront,https://lh3.googleusercontent.com/p/AF1QipNwNfyWcGnJIYzG6eaJdChf2--s72lT98VRWds_=w460-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=COOKED%20The%20Watershed%20-%20currently%20under%20renovation&query_place_id=ChIJF6qx9VpnzB0RY_7X9mOfmlQ,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 7\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 7\u202fPM'}","coffee(69), bagel(31), falafel(22), halloumi(14), cappuccino(11)"
122,Loco Vibra,,,,Restaurant,"81 Buitenkant St, Gardens, Cape Town, 8001, South Africa",Gardens,81 Buitenkant St,Cape Town,8001,,ZA,http://www.vibraloco.co.za/,+27 67 315 6082,+27673156082,-33.9304,18.42099,"3C9C+R9 De Waterkant, Cape Town, South Africa",ChIJ_QtT9wBnzB0Rhgd7mt7qthM,0x1dcc6700f7530bfd:0x13b6eade9a7b0786,1420580974277363590,3.3,False,False,False,8,3,0,0,2,3,38,Restaurant,"All, Latest, Videos, Food & drink, Vibe, By owner, Street View & 360°",,,2025-06-27T19:36:32.706Z,,,,Jackson Terrace,https://lh3.googleusercontent.com/p/AF1QipOHDqKxIWSbZUIAJ7_H-9NupVcPlSszqmqNTG8R=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Loco%20Vibra&query_place_id=ChIJ_QtT9wBnzB0Rhgd7mt7qthM,en,False,"{'day': 'Monday', 'hours': 'Closed'} | {'day': 'Tuesday', 'hours': '1\u202fPM to 2\u202fAM'} | {'day': 'Wednesday', 'hours': '1\u202fPM to 2\u202fAM'} | {'day': 'Thursday', 'hours': '1\u202fPM to 2\u202fAM'} | {'day': 'Friday', 'hours': '1\u202fPM to 2\u202fAM'} | {'day': 'Saturday', 'hours': '1\u202fPM to 2\u202fAM'} | {'day': 'Sunday', 'hours': '1\u202fPM to 2\u202fAM'}",karaoke(3)
123,Vivaldi Restaurant,,,,Restaurant,"24 Alfred St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,24 Alfred St,Cape Town,8000,,ZA,,+27 21 811 4970,+27218114970,-33.9143713,18.4223751,"3CPC+7X De Waterkant, Cape Town, South Africa",ChIJ4Rg3EHRnzB0Rm6izIII1_j4,0x1dcc6774103718e1:0x3efe358220b3a89b,4539124307446704283,4.5,False,False,True,85,3,2,4,17,59,180,Restaurant,"All, Menu, Videos, Food & drink, Vibe, Chicken curry, Sirloin steak, Street View & 360°",Now: Usually a little busy,,2025-06-27T19:36:31.163Z,,,,Spaces Office Rentals,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noNXtD8PYE_ZgkmOQsQsVL0fKmXUYIXwOJ6dheT0384BIauziYaYyOVhgKx0kZC53PO8OZqSzVB7Wjusfn7P3P-VJcmagRSwVkosdleD0xK-0SifFy-xfnmxWt4g8Z1wiL5n4ux=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Vivaldi%20Restaurant&query_place_id=ChIJ4Rg3EHRnzB0Rm6izIII1_j4,en,False,"{'day': 'Monday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Tuesday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Wednesday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Thursday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Friday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Saturday', 'hours': '6:30\u202fAM to 10:30\u202fPM'} | {'day': 'Sunday', 'hours': '6:30\u202fAM to 10:30\u202fPM'}","dinner(3), bar(2), steak(2), atmosphere(2), curry(2)"
124,"Tobago's Restaurant, Bar and Terrace",,,,Restaurant,"100 Beach Road, Granger Bay Blvd, Waterfront, Cape Town, 8002, South Africa",Waterfront,"100 Beach Road, Granger Bay Blvd",Cape Town,8002,,ZA,https://www.radissonhotels.com/en-us/hotels/radisson-blu-cape-town-waterfront,+27 21 441 3414,+27214413414,-33.8998927,18.4120056,"4C26+2R De Waterkant, Cape Town, South Africa",ChIJc74DME5nzB0RYm_mp-QJLfE,0x1dcc674e3003be73:0xf12d09e4a7e66f62,17378557414766702434,4.3,False,False,False,765,50,23,55,151,486,659,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, By owner, Street View & 360°",Not too busy,37,2025-06-27T19:36:31.361Z,,,,"Radisson Collection Hotel, Waterfront Cape Town",https://lh3.googleusercontent.com/p/AF1QipN5NjxsXyGrqEqvlh6aJ2-hXlmdqW7dbrSgtC5A=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Tobago's%20Restaurant%2C%20Bar%20and%20Terrace&query_place_id=ChIJc74DME5nzB0RYm_mp-QJLfE,en,False,"{'day': 'Monday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Tuesday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Wednesday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Thursday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Friday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Saturday', 'hours': '6:30\u202fAM to 1\u202fAM'} | {'day': 'Sunday', 'hours': '6:30\u202fAM to 1\u202fAM'}","breakfast(27), buffet(22), hotel(22), atmosphere(20), ocean(20)"
125,Terrarium Restaurant,,,,Restaurant,"Moorings 5 & Portswood Ridge, 5 Portswood Rd, Cape Town, 8001, South Africa",Victoria & Alfred Waterfront,"Moorings 5 & Portswood Ridge, 5 Portswood Rd",Cape Town,8001,,ZA,https://newmarkhotels.com/accommodation/queen-victoria-hotel/dining/?utm_source=GMBlisting&utm_medium=organic&utm_content=restaurant/,+27 21 418 1466,+27214181466,-33.9061322,18.4185428,"3CV9+GC De Waterkant, Cape Town, South Africa",ChIJ15NSElpnzB0R5NhxZBEhKYo,0x1dcc675a125293d7:0x8a2921116471d8e4,9955524809862535396,4.6,False,False,False,167,5,4,5,25,128,251,Restaurant,"All, Menu, Videos, Food & drink, Vibe, The Waterside, By owner",,,2025-06-27T19:36:31.973Z,,,https://newmark-prod.s3.amazonaws.com/attachments/cm84b6erls2thjn8infae6es4-terrarium-menu.pdf,Queen Victoria Hotel,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiFLnbp0jD4bsrVQnl3IifINv-vSFyUAthgOFPhtLoBzbHpnzUxxtzd1bMpoWigGmQ9DLLSCQHHm6kBMhm_5-hHf_7rMkStM5bSTid_ygbeqQDZAK8mAG16i18ukL9TmZj7tZZ=w513-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Terrarium%20Restaurant&query_place_id=ChIJ15NSElpnzB0R5NhxZBEhKYo,en,False,"{'day': 'Monday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Friday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 9:30\u202fPM'} | {'day': 'Sunday', 'hours': '12 to 9:30\u202fPM'}","experience(19), dinner(13), chef(11), wine(10), course(9)"
126,Nourish'd Café & Juicery,,,$$,Health food restaurant,"177 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,177 Kloof St,Cape Town,8001,,ZA,http://www.nourishd.co.za/,+27 64 755 2431,+27647552431,-33.9367577,18.4052273,"3C74+73 De Waterkant, Cape Town, South Africa",ChIJtbW13XRnzB0Rd9QGyiFReyM,0x1dcc6774ddb5b5b5:0x237b5121ca06d477,2556726419028104311,4.3,False,False,False,941,57,44,62,147,631,730,"Health food restaurant, Breakfast restaurant, Cafe, Juice shop, Restaurant, Vegan restaurant, Vegetarian restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Cortado, Granola, Chicken sandwich, Juice, Sweet potato, Açaí na tigela, By owner, Street View & 360°",,,2025-06-27T19:36:32.305Z,,,https://nourishd.co.za/pages/our-menu,,https://lh3.googleusercontent.com/p/AF1QipM7boN0FRBWN6Fm7rwgZwDUduDelUwJJS_WV5bK=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Nourish'd%20Caf%C3%A9%20%26%20Juicery&query_place_id=ChIJtbW13XRnzB0Rd9QGyiFReyM,en,False,"{'day': 'Monday', 'hours': '7:30\u202fAM to 4:30\u202fPM'} | {'day': 'Tuesday', 'hours': '7:30\u202fAM to 4:30\u202fPM'} | {'day': 'Wednesday', 'hours': '7:30\u202fAM to 4:30\u202fPM'} | {'day': 'Thursday', 'hours': '7:30\u202fAM to 9\u202fPM'} | {'day': 'Friday', 'hours': '7:30\u202fAM to 9\u202fPM'} | {'day': 'Saturday', 'hours': '7:30\u202fAM to 9\u202fPM'} | {'day': 'Sunday', 'hours': '7:30\u202fAM to 4:30\u202fPM'}","vegan(76), smoothie bowls(41), morning(23), parking(15), hike(14)"
127,Ubon Thai,,,,Takeout Restaurant,"15 Kloof Nek Rd, Gardens, Cape Town, 8001, South Africa",Gardens,15 Kloof Nek Rd,Cape Town,8001,,ZA,,+27 71 237 9519,+27712379519,-33.9301884,18.4080028,"3C95+W6 De Waterkant, Cape Town, South Africa",ChIJVVaeCk5nzB0R8Xi9hk2Wui4,0x1dcc674e0a9e5655:0x2eba964d86bd78f1,3367168931130079473,2.9,False,False,True,22,10,1,2,0,9,13,Takeout Restaurant,"All, Menu, Food & drink, Street View & 360°",Now: Usually not too busy,,2025-06-27T19:36:33.426Z,,,,Kloofnek Grocer,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqD4qTSVCNIliYlt9UYEMUDqIFhofewmCI_3iOQeXAXdLQP5HBWim_ch4b7A_OY_rjzt07j3rAX5gpTQEUJOOuhYycBmj0CtuNjo-tRXKnB5eKf2L6C-B5PR4GzxTI4FjUZeOoeHg=w408-h402-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Ubon%20Thai&query_place_id=ChIJVVaeCk5nzB0R8Xi9hk2Wui4,en,False,"{'day': 'Monday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Tuesday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Wednesday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Thursday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Friday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Saturday', 'hours': '11:30\u202fAM to 11\u202fPM'} | {'day': 'Sunday', 'hours': '11:30\u202fAM to 11\u202fPM'}","pad thai(3), customer service(3), tom yum(2), shrimps(2), soup(2)"
128,"Auberge, Gardens",,,,Hostel,"10 Union St, Gardens, Cape Town, 8001, South Africa",Gardens,10 Union St,Cape Town,8001,,ZA,https://www.aubergegardens.co.za/,+27 21 565 0769,+27215650769,-33.9331484,18.4107936,"3C86+P8 De Waterkant, Cape Town, South Africa",ChIJ7wAFWXNnzB0Rz7ZbERsfHC8,0x1dcc6773590500ef:0x2f1c1f1b115bb6cf,3394622420246312655,3.2,False,False,True,132,40,8,13,22,49,76,"Hostel, Conference center, Pizza restaurant, Pizza Takeout, Restaurant, Serviced accommodation, Swimming pool","All, Rooms, Videos, Exterior, Amenities, Food & drink, From visitors, Street View & 360°",,,2025-06-27T19:36:34.234Z,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noaKqbYJdOUTqhgGGeAO6Q56TIcg1I6ISyBv7nefilhP2C0-BJ014HgyZAAYk4yLsB5W1xYNTmF_XFbEyyUv5H8EJRP1WkmdM3mfL8Q69JMEa7O5AfccjoYm5Zz1Lbc7WmIYdPr=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Auberge%2C%20Gardens&query_place_id=ChIJ7wAFWXNnzB0Rz7ZbERsfHC8,en,False,,"buffet(12), coffee(12), cocktails(8), dinner(6), pizza(5)"
129,Oasis Restaurant,,,,Restaurant,"Gardens, Cape Town, 8001, South Africa",Gardens,,Cape Town,8001,,ZA,,+27 21 483 1948,+27214831948,-33.9310957,18.4098813,"3C95+HX De Waterkant, Cape Town, South Africa",ChIJL1zvpPNnzB0RENE5MsfP1dc,0x1dcc67f3a4ef5c2f:0xd7d5cfc73239d110,15552565342641967376,4,False,False,False,5,1,0,0,1,3,10,Restaurant,"All, Food & drink, Vibe, Street View & 360°",,,2025-06-27T19:36:36.138Z,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nonGB7McG0jNL1eew5B5Uhpzfxj93YwDaHFYiDbvtY25UICSlTRub0A9uZr-i0G7FDmw8ikmSIJLpyFaAl_CrtpIRkuQN-ukhFbTesXQgp1kB75DbCN4ha4_6SucmuaLsxkySwDLw=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Oasis%20Restaurant&query_place_id=ChIJL1zvpPNnzB0RENE5MsfP1dc,en,False,"{'day': 'Monday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Tuesday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Wednesday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Thursday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Friday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Saturday', 'hours': '6\u202fAM to 3\u202fPM'} | {'day': 'Sunday', 'hours': '6\u202fAM to 3\u202fPM'}","breakfast(2), experience(2)"
130,ZEETAN TURKISH RESTAURANT,,,££,Restaurant,"233 Main Rd, Sea Point, Cape Town, 8005, South Africa",Sea Point,233 Main Rd,Cape Town,8005,,ZA,,+27 78 647 1110,+27786471110,-33.9087982,18.39689,"39RW+FQ De Waterkant, Cape Town, South Africa",ChIJ5ZFZ7-NnzB0RclQDYD2OkGo,0x1dcc67e3ef5991e5:0x6a908e3d60035472,7678793758921675890,4.5,False,False,False,535,41,8,20,27,439,255,Restaurant,"All, Menu, Videos, Food & drink, Vibe, Pizza, Kebab, French fries, Pulled pork, By owner, Street View & 360°",As busy as it gets,87,2025-06-27T19:36:33.948Z,,,,,https://lh3.googleusercontent.com/p/AF1QipNdnmR43SuKCIw27-W7HnMaNonDPet0NdN1CTXF=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=ZEETAN%20TURKISH%20RESTAURANT&query_place_id=ChIJ5ZFZ7-NnzB0RclQDYD2OkGo,en,False,"{'day': 'Monday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Tuesday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Wednesday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Thursday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Friday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Saturday', 'hours': '10\u202fAM to 3\u202fam'} | {'day': 'Sunday', 'hours': '10\u202fAM to 3\u202fam'}","experience(48), shisha(41), atmosphere(32), turkish food(27), shawarma(14)"
131,Diva Pizza,,,,Restaurant,"1 Glynn St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,1 Glynn St,Cape Town,8000,,ZA,http://divapizza.co.za/,+27 78 341 7102,+27783417102,-33.930325,18.4192013,"3C99+VM De Waterkant, Cape Town, South Africa",ChIJ2eMOkntnzB0RvFl-hsReEMg,0x1dcc677b920ee3d9:0xc8105ec4867e59bc,14416126605375986108,4.2,False,False,False,248,7,7,39,81,114,73,"Restaurant, Pizza Takeout","All, Latest, Menu, Food & drink, Vibe, By owner, Street View & 360°",,,2025-06-27T19:36:35.173Z,,,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npmtnregUE4GkCwsbIxtW-vgWGeLkzciKI6iWbNA2K8Ivnz28mLlf3o1_GigqFXGw7MiOezth-nlREmEAvKaXnthQxAXKx_tKwNVvhY2n3eqQc5QnXe0zIiIy2toi2JvyqBt9UjgQ=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Diva%20Pizza&query_place_id=ChIJ2eMOkntnzB0RvFl-hsReEMg,en,False,"{'day': 'Monday', 'hours': 'Closed'} | {'day': 'Tuesday', 'hours': '12 to 8\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 8\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 8\u202fPM'} | {'day': 'Friday', 'hours': '12 to 8\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 8\u202fPM'} | {'day': 'Sunday', 'hours': '2 to 6:45\u202fPM'}","movie(12), town(11), labia(10), price(10), tickets(7)"
132,And Lemon Restaurant,,,,Restaurant,"1 Shanklin Cres, Camps Bay, Cape Town, 8040, South Africa",Camps Bay,1 Shanklin Cres,Cape Town,8040,,ZA,,+27 21 423 4873,+27214234873,-33.95,18.3833333,,ChIJlfdHXqxnzB0RwI3-fou5SPQ,0x1dcc67ac5e47f795:0xf448b98b7efe8dc0,17602523152359787968,,False,False,True,0,0,0,0,0,0,1,Restaurant,"All, Street View & 360°",,,2025-06-27T19:36:37.682Z,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WjfQvGTHpzfztvawoDGZRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=237.23979&pitch=0&thumbfov=100,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=And%20Lemon%20Restaurant&query_place_id=ChIJlfdHXqxnzB0RwI3-fou5SPQ,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 9\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 9\u202fPM'}",
133,Rouge French Loungeroom and Restaurant,,,,Restaurant,"111 Vlei Rd, Green Point, Cape Town, 8005, South Africa",Green Point,111 Vlei Rd,Cape Town,8005,,ZA,,+27 21 418 3671,+27214183671,-33.9045101,18.4075696,"3CW5+52 De Waterkant, Cape Town, South Africa",ChIJVVVVVUhnzB0ROc12FiWt9dQ,0x1dcc674855555555:0xd4f5ad251676cd39,15345361680137112889,5,False,False,True,1,0,0,0,0,1,,Restaurant,,,,2025-06-27T19:36:37.519Z,,,,Green Point Cricket Club,,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Rouge%20French%20Loungeroom%20and%20Restaurant&query_place_id=ChIJVVVVVUhnzB0ROc12FiWt9dQ,en,False,,
134,Quarter Kitchen Restaurant,,,,Restaurant,"The Portswood Hotel, Portswood Rd, Victoria & Alfred Waterfront, Cape Town, 8001, South Africa",Victoria & Alfred Waterfront,"The Portswood Hotel, Portswood Rd",Cape Town,8001,,ZA,https://www.legacyhotels.co.za/hotels/portswood-hotel?tab=restaurants,+27 21 418 3281,+27214183281,-33.9060616,18.4179523,"3CV9+H5 De Waterkant, Cape Town, South Africa",ChIJIe_PBEVnzB0R0d1goZDdHyM,0x1dcc674504cfef21:0x231fdd90a160ddd1,2530985128858017233,4.3,False,False,False,58,3,3,5,8,39,174,Restaurant,"All, Menu, Videos, Food & drink, Vibe",Now: Usually a little busy,,2025-06-27T19:36:35.004Z,,,,V&A Waterfront,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrAP93iuPp7oiIbisPT1OgXJDmgTqoLnwqg-FT2YlNlfcPa4indgiyOT3508IMqjOYMoR09oa3jPvy93mbaDKehlu10GKQoj4BFna7zlgwHLVRVov-Qk1dHD0gEyhK5j0aaBJAK=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Quarter%20Kitchen%20Restaurant&query_place_id=ChIJIe_PBEVnzB0R0d1goZDdHyM,en,False,"{'day': 'Monday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Tuesday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Wednesday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Thursday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Friday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Saturday', 'hours': '6:30\u202fAM to 11\u202fPM'} | {'day': 'Sunday', 'hours': '6:30\u202fAM to 11\u202fPM'}","atmosphere(6), experience(6), curry(4), mussels(3), starters(3)"
135,KAUAI Camps Bay,,"Health-conscious counter-serve chain for burgers, salads, wraps & smoothies.",,Health food restaurant,"Shop 2, Isaacs Corner, Victoria Rd, Camps Bay, Cape Town, 8005, South Africa",Camps Bay,"Shop 2, Isaacs Corner, Victoria Rd",Cape Town,8005,,ZA,https://kauai.co.za/?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 87 701 8365,+27877018365,-33.9510189,18.3784309,"29XH+H9 Hout Bay, Cape Town, South Africa",ChIJgd8WFlNmzB0RVJd1AdbD7Ek,0x1dcc66531616df81:0x49ecc3d601759754,5326847783187355476,4,False,False,False,376,37,18,40,94,187,279,"Health food restaurant, Juice shop","All, Menu, Videos, Food & drink, Vibe, Burrito, Juice, Latte, By owner, Street View & 360°",,,2025-06-27T19:36:34.766Z,,,https://kauai.co.za/menu-group/all-day-breakfast/?utm_source=google_maps&utm_medium=menu_link&utm_campaign=SP&utm_content=SP,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nocXLpbrxfsCeAOycCy8-4DkMC9IiKirsxWcDZWGTEx05zvWCxYsbkhbdCld817KpyoLECsqb8oqHqGeUaW4UqTpYe3YJ8WdbQrzVVkQFm8FgD0oldP_U8DtnuESlUKKC2aYraV8g=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=KAUAI%20Camps%20Bay&query_place_id=ChIJgd8WFlNmzB0RVJd1AdbD7Ek,en,False,"{'day': 'Monday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Tuesday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Wednesday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Thursday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Friday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Saturday', 'hours': '7\u202fAM to 6:30\u202fPM'} | {'day': 'Sunday', 'hours': '7\u202fAM to 6:30\u202fPM'}","smoothies(57), wrap(30), coffee(20), beach(19), bowl(9)"
136,Nü Health Food Wembley,,,,Health food restaurant,"Virgin Active Gym, Solan Rd, Wembley Square, Gardens, Cape Town, 8001, South Africa",Gardens,"Virgin Active Gym, Solan Rd, Wembley Square",Cape Town,8001,,ZA,https://nufood.co.za/?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 87 106 0145,+27871060145,-33.9328123,18.4218034,"3C8C+VP De Waterkant, Cape Town, South Africa",ChIJgWU56RNnzB0Rw6u8ELmdOnU,0x1dcc6713e9396581:0x753a9db910bcabc3,8447237469262097347,2.4,False,False,False,51,28,7,0,2,14,33,Health food restaurant,"All, Food & drink, By owner, Street View & 360°",,,2025-06-27T19:36:37.153Z,,,https://nufood.co.za/menu-group/breakfast/?utm_source=google_maps&utm_medium=menu_link&utm_campaign=SP&utm_content=SP,Wembley Square,https://lh3.googleusercontent.com/p/AF1QipN9UrBiBZMKe3Iphj0n9KO--_z8gpazc8eg9fWO=w426-h240-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=N%C3%BC%20Health%20Food%20Wembley&query_place_id=ChIJgWU56RNnzB0Rw6u8ELmdOnU,en,False,"{'day': 'Monday', 'hours': '5:30\u202fAM to 9\u202fPM'} | {'day': 'Tuesday', 'hours': '5:30\u202fAM to 9\u202fPM'} | {'day': 'Wednesday', 'hours': '5:30\u202fAM to 9\u202fPM'} | {'day': 'Thursday', 'hours': '5:30\u202fAM to 9\u202fPM'} | {'day': 'Friday', 'hours': '5:30\u202fAM to 8:30\u202fPM'} | {'day': 'Saturday', 'hours': '6\u202fAM to 7:30\u202fPM'} | {'day': 'Sunday', 'hours': '6\u202fAM to 7:30\u202fPM'}","smoothie(11), wrap(5), cashier(4), gym(4), 30 minutes(3)"
